"","﻿obs","time","elapsed","date","hhmmss","averaging","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","A.MN","A.SLP","A.SD","A.OK","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","gsw.MN","gsw.SLP","gsw.SD","gsw.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
"527",527,1652752994,1057.5,"20220517 10:03:13","10:03:13",2,1652752986,0.001093871,1.093871195,40.08773571,1766.474583,1331.05042,135.7314113,180.1329871,0.074273312,3.25777899,0.073345255,0.0459232,305.3997623,27.93484578,25,3.780449725,66.0844998,2.305001203,3.48796043,1.475448522,-48.23971969,-241.2485397,-16.02127746,-0.109774518,39.57200086,1.086553703,13.86980844,1840.597217,1819.901758,1.672374354,89.12386144,1.093871195,21.95946804,22.60094824,-9.16e-07,105.3543778,0,0,1,0,54005.30081,1999.99625,1681.19693,0.840600041,0.152700167,3,0.5,"0: Broadleaf",2,TRUE,1652752986,1766.474583,1791.36875,22.604,21.96682083,1769.235417,23.02787083,500.0131667,101.8731667,0.099988679,26.56125417,27.98844583,999.9,0,0,10011.3575,769.296375,39.06165833,1999.99625,0.979997667,0.0200023,34,44861.12917,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.46046076,1.686871182,0.573634742,0,-24.82863659,-1.067205575,0.34174747,0,0.638171683,-0.002589031,0.004854951,1,0.073838842,-0.000157984,0.000589766,1,2,4,"2月4日,2.91031",2.67307,0.252974,0.255757,0.110342,0.107151,20334.7,19807.3,26144.3,25655.1,36111.5,35883.6,41464.8,41250.6,1.99195,1.8348,0.0717118,0,100,100,-2.78,-0.4239,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.1,1297.2,3.41553,2.5,1.60278,2.26074,1.50269,2.31201,37.8437,23.8336,19,530.861,497.208,24.6713,31.4039,30.0004,31.3273,31.3269,68.2693,28.981,35.1804,24.6703,1813.89,22,100.701,98.5207,NA
"528",528,1652752996,1059.5,"20220517 10:03:15","10:03:15",2,1652752988,0.001091911,1.091910647,39.88378737,1769.735417,1333.571429,135.9884586,180.4654676,0.074141442,3.258413332,0.073216833,0.045842632,305.3997922,27.93414925,25,3.780296146,66.08534339,2.304907256,3.487773745,1.47538889,-48.15325953,-241.332721,-16.0236194,-0.109807761,39.77113089,1.087241657,13.73990343,1844.138112,1823.31697,1.700534539,89.12386144,1.091910647,21.95936545,22.59970059,-8.59e-07,105.3543778,0,0,1,0,54022.83457,1999.99625,1681.196851,0.840600002,0.152700182,3,0.5,"0: Broadleaf",2,TRUE,1652752988,1769.735417,1794.752083,22.60308333,21.96549583,1772.50125,23.02697917,500.0097917,101.8731667,0.099967804,26.56034583,27.9851,999.9,0,0,10014.71583,769.274625,39.06598333,1999.99625,0.979997292,0.020002617,34,44861.125,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.43471851,3.398076196,0.551771068,0,-24.81959756,-2.122603484,0.333499805,0,0.637771878,0.0127163,0.004473395,1,0.073804289,0.001891367,0.000555569,1,2,4,"2月4日,2.91051",2.67316,0.253243,0.256027,0.110334,0.10715,20327.2,19800,26144.1,25655,36111.5,35883.6,41464.5,41250.5,1.99215,1.83458,0.0707433,0,100,100,-2.78,-0.424,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.2,1297.2,3.42163,2.50122,1.60278,2.26074,1.50269,2.30713,37.8437,23.8423,19,531.015,497.055,24.672,31.4056,30.0003,31.3293,31.3283,68.3712,28.981,35.1804,24.6837,1817.26,22,100.701,98.5202,NA
"529",529,1652752998,1062,"20220517 10:03:18","10:03:18",2,1652752990,0.001084406,1.084405637,40.39436432,1774.64913,1336.092437,136.2453605,180.9663043,0.073610363,3.258351729,0.072698848,0.045517735,305.4000177,27.93478883,25,3.780437167,66.08535469,2.304750849,3.487536474,1.475686318,-47.82228861,-241.6433192,-16.04450427,-0.110094345,39.88132728,1.088636482,13.49512914,1848.542643,1827.653636,1.730460707,89.12386144,1.084405637,21.96070089,22.59663588,-9.88e-07,105.3543778,0,0,1,0,54021.35296,1999.997391,1681.197946,0.84060007,0.152700208,3,0.5,"0: Broadleaf",2,TRUE,1652752990,1774.64913,1799.736522,22.60157826,21.96317391,1777.42,23.02550435,500.0114348,101.8730435,0.099961348,26.5591913,27.97702609,999.9,0,0,10014.40174,769.2513043,39.04707826,1999.997391,0.979997174,0.020002809,34,44861.13478,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.65042649,3.423689456,0.485881003,0,-24.94742439,-2.082616725,0.293298298,0,0.637187537,0.020539275,0.00432693,1,0.073764454,0.00303412,0.000544285,1,2,4,"2月4日,2.91061",2.67311,0.253579,0.256359,0.110322,0.107153,20317.9,19791,26144,25654.8,36111.7,35883.3,41464.2,41250.3,1.99242,1.83452,0.0708178,0,100,100,-2.79,-0.424,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.2,1297.2,3.42651,2.51587,1.60278,2.26074,1.50269,2.23999,37.8679,23.8336,19,531.218,497.032,24.6748,31.4084,30.0004,31.331,31.3299,68.486,28.981,35.1804,24.6837,1824.04,22,100.7,98.5198,NA
"530",530,1652753000,1064,"20220517 10:03:20","10:03:20",2,1652752992,0.001080139,1.080138994,40.14814096,1777.923913,1338.613445,136.5022523,181.3000006,0.073305407,3.257810156,0.07240123,0.045331076,305.4000099,27.93529156,25,3.780548017,66.08461448,2.304627608,3.487389048,1.475920409,-47.63412963,-241.8174515,-16.05871828,-0.110289506,39.88081336,1.089023734,14.10774786,1851.929092,1830.996121,1.684929623,89.12386144,1.080138994,21.96095039,22.59439206,-2.04e-06,105.3543778,0,0,1,0,54006.6498,1999.997391,1681.197984,0.840600088,0.152700204,3,0.5,"0: Broadleaf",2,TRUE,1652752992,1777.923913,1803.013478,22.6004,21.96176957,1780.7,23.02434348,500.0128261,101.872913,0.09995503,26.55847391,27.97332609,999.9,0,0,10011.54739,769.2337826,39.0393,1999.997391,0.979997304,0.020002704,34,44861.13478,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.65715495,3.294485089,0.481802007,0,-24.9923775,-1.600323827,0.23791849,0,0.6370803,0.020575205,0.004422215,1,0.073755138,0.002657702,0.000540825,1,2,4,"2月4日,2.91067",2.67313,0.253851,0.256619,0.110321,0.107156,20310.6,19783.9,26144.1,25654.7,36111.9,35883.1,41464.3,41250.3,1.99227,1.83475,0.0711903,0,100,100,-2.79,-0.4241,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.2,1297.3,3.43262,2.50732,1.60278,2.26074,1.50269,2.27295,37.8679,23.8336,19,531.128,497.215,24.6797,31.4104,30.0003,31.3324,31.332,68.6104,28.981,34.8073,24.7064,1827.39,22,100.7,98.5195,NA
"531",531,1652753002,1066,"20220517 10:03:22","10:03:22",2,1652752994,0.001078217,1.078217149,40.99485426,1781.21087,1341.134454,136.7592004,181.6350133,0.07316952,3.257700934,0.07226864,0.045247916,305.3999982,27.9350577,25,3.780496452,66.08377449,2.304499122,3.487238947,1.47599733,-47.54937626,-241.8965578,-16.06443285,-0.110368661,39.88586864,1.087870682,13.63780542,1855.292715,1834.451697,1.711824696,89.12386144,1.078217149,21.96188919,22.59422441,-3.25e-06,105.3543778,0,0,1,0,54003.78931,1999.997391,1681.198006,0.8406001,0.152700198,3,0.5,"0: Broadleaf",2,TRUE,1652752994,1781.21087,1806.304783,22.59916087,21.96119565,1783.99087,23.02313043,500.0048696,101.8728261,0.099947809,26.55774348,27.97416087,999.9,0,0,10010.97783,769.210087,39.04185217,1999.997391,0.979997435,0.020002591,34,44861.14348,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.8082941,1.620259594,0.289495756,0,-25.06472,-0.685479174,0.137478841,0,0.636852775,0.007969047,0.004596682,1,0.073715951,0.001513225,0.000562898,1,2,4,"2月4日,2.91058",2.67322,0.254118,0.256902,0.110319,0.107153,20303.3,19776.3,26144,25654.6,36112,35883.2,41464.2,41250.2,1.9922,1.83468,0.0720844,0,100,100,-2.79,-0.4241,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.3,1297.3,3.43872,2.50977,1.60278,2.26074,1.50269,2.29248,37.8679,23.8336,19,531.094,497.172,24.6838,31.4125,30.0003,31.3345,31.3334,68.7145,28.981,34.8073,24.7064,1830.77,22,100.7,98.5192,NA
"532",532,1652753004,1068,"20220517 10:03:24","10:03:24",2,1652752996,0.001076104,1.076104482,39.82108065,1784.513043,1343.655462,137.0161291,181.9715518,0.073018878,3.257682904,0.072121674,0.045155738,305.3999826,27.93494123,25,3.780470769,66.08232391,2.304364109,3.487111186,1.47610666,-47.45620767,-241.9839574,-16.07026683,-0.110449319,40.00389928,1.085628744,13.5908531,1858.78672,1837.903091,1.721638817,89.12386144,1.076104482,21.96234244,22.59342559,-2.07e-06,105.3543778,0,0,1,0,54003.40496,1999.997391,1681.198014,0.840600103,0.15270019,3,0.5,"0: Broadleaf",2,TRUE,1652752996,1784.513043,1809.677391,22.59786087,21.96121304,1787.297826,23.02185652,500.0076087,101.8726957,0.09996993,26.55712174,27.97816087,999.9,0,0,10010.89522,769.1881739,39.0417913,1999.997391,0.979997565,0.02000247,34,44861.13913,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.89155994,0.663594113,0.189277908,1,-25.103525,-0.431065666,0.109888789,0,0.6368015,-0.00924439,0.00463888,1,0.073694084,-0.000230196,0.000582175,1,3,4,"3月4日,2.91054",2.67312,0.254388,0.257215,0.110311,0.107136,20295.7,19767.9,26143.8,25654.6,36112,35883.7,41463.9,41250,1.99235,1.83447,0.0725687,0,100,100,-2.8,-0.4241,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.3,1297.3,3.4436,2.5061,1.60278,2.26074,1.50269,2.31689,37.8679,23.8336,19,531.209,497.036,24.692,31.4145,30.0002,31.3359,31.3347,68.8128,28.981,34.8073,24.7064,1830.77,22,100.699,98.519,NA
"533",533,1652753006,1070,"20220517 10:03:26","10:03:26",2,1652752998,0.001070456,1.070455664,40.92952217,1787.81913,1346.176471,137.2729467,182.3083418,0.072612582,3.257196584,0.071725139,0.044907041,305.4000353,27.93591797,25,3.780686143,66.08013796,2.304213497,3.486998618,1.476472645,-47.20709479,-242.215551,-16.08808342,-0.110693852,40.23988489,1.084232757,14.09049514,1862.696788,1841.381818,1.738828151,89.12386144,1.070455664,21.96296599,22.59070941,-1.79e-07,105.3543778,0,0,1,0,53990.18671,1999.997826,1681.198394,0.840600111,0.152700184,3,0.5,"0: Broadleaf",2,TRUE,1652752998,1787.81913,1813.125217,22.59642609,21.9606087,1790.608696,23.02045217,500.0176087,101.8724783,0.099996874,26.55657391,27.98005217,999.9,0,0,10008.34304,769.1654348,39.04232174,1999.997826,0.979997696,0.020002352,34,44861.13478,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.96448843,1.456477522,0.274625648,0,-25.15527,-1.288113321,0.199024427,0,0.637117575,-0.028287546,0.004270396,1,0.073720617,-0.002378835,0.000552155,1,2,4,"2月4日,2.91039",2.67302,0.25467,0.257505,0.110303,0.107117,20288,19760.2,26143.8,25654.6,36112.2,35884.5,41463.8,41250,1.99223,1.83455,0.0720471,0,100,100,-2.8,-0.4241,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.3,1297.4,3.44727,2.50488,1.60278,2.25952,1.50269,2.30835,37.8679,23.8336,19,531.141,497.103,24.7024,31.4159,30.0002,31.3379,31.3361,68.9124,28.981,34.8073,24.7123,1834.18,22,100.699,98.519,NA
"534",534,1652753008,1072,"20220517 10:03:28","10:03:28",2,1652753000,0.001069105,1.069104696,39.88117398,1791.153913,1348.697479,137.5298895,182.6482244,0.072512069,3.25657756,0.071626899,0.044845441,305.40009,27.93588308,25,3.780678449,66.0776943,2.304046823,3.486875332,1.476631626,-47.14751711,-242.2687336,-16.09462362,-0.110784267,40.45024905,1.083832298,13.74807612,1866.526827,1845.001515,1.796583977,89.12386144,1.069104696,21.96163195,22.58858029,-1.3e-06,105.3543778,0,0,1,0,53973.3521,1999.998261,1681.198782,0.840600122,0.152700178,3,0.5,"0: Broadleaf",2,TRUE,1652753000,1791.153913,1816.587391,22.59481304,21.95924348,1793.948261,23.01886522,500.0286522,101.8723478,0.100030439,26.55597391,27.98079565,999.9,0,0,10005.0813,769.1351304,39.03828261,1999.998261,0.979997826,0.020002239,34,44861.13478,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,40.08688724,3.691583165,0.485056742,0,-25.2364025,-2.673040525,0.319134881,0,0.637397575,-0.034352139,0.00412819,1,0.073778944,-0.003777953,0.00050663,1,2,4,"2月4日,2.91022",2.67271,0.254953,0.257776,0.110296,0.107105,20280.2,19752.8,26143.8,25654.5,36112.4,35884.8,41463.7,41249.9,1.992,1.8345,0.0720099,0,100,100,-2.81,-0.4242,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.4,1297.4,3.45093,2.50244,1.60278,2.26074,1.50269,2.31567,37.8679,23.8336,19,530.999,497.078,24.7089,31.418,30.0003,31.3393,31.3374,68.9848,28.981,34.8073,24.7123,1837.58,22,100.699,98.5186,NA
"535",535,1652753010,1074,"20220517 10:03:30","10:03:30",2,1652753002,0.001076449,1.076448952,40.16235407,1794.518261,1351.218487,137.78728,182.9917163,0.073031087,3.255964734,0.072133118,0.045162958,305.4001428,27.93383573,25,3.780227019,66.0750205,2.303877444,3.48676009,1.476349575,-47.47139876,-241.9622126,-16.07707629,-0.110544936,40.5425819,1.083916605,13.83626091,1870.068343,1848.567212,1.78586982,89.12386144,1.076448952,21.95545073,22.58670971,-2.42e-06,105.3543778,0,0,1,0,53956.69305,1999.998696,1681.199162,0.840600129,0.152700171,3,0.5,"0: Broadleaf",2,TRUE,1652753002,1794.518261,1820.00913,22.5931,21.95748696,1797.316957,23.01718261,500.0342174,101.8725652,0.100047848,26.55541304,27.9837913,999.9,0,0,10001.81957,769.0991739,39.0340087,1999.998696,0.979997957,0.020002122,34,44861.13478,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,40.22157215,5.398265355,0.607041244,0,-25.3276275,-3.446313321,0.375130715,0,0.6371633,-0.022538341,0.003911396,1,0.073788705,-0.003320407,0.000499877,1,2,4,"2月4日,2.9104",2.67259,0.25523,0.258007,0.110292,0.107098,20272.6,19746.5,26143.7,25654.3,36112.7,35884.7,41463.9,41249.4,1.99198,1.83445,0.0728667,0,100,100,-2.82,-0.4242,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.4,1297.4,3.45581,2.50488,1.60278,2.26074,1.50269,2.2876,37.8679,23.8248,19,530.993,497.057,24.7132,31.4201,30.0003,31.3407,31.3393,69.0867,28.981,34.8073,24.7154,1840.97,22,100.699,98.5176,NA
"536",536,1652753012,1076,"20220517 10:03:32","10:03:32",2,1652753004,0.001082757,1.082757062,39.77908851,1797.882609,1353.739496,138.0447936,183.3353717,0.073478184,3.256186492,0.072569322,0.045436547,305.4001731,27.93190936,25,3.779802309,66.07182113,2.303718081,3.48668773,1.476084228,-47.74958644,-241.7023458,-16.05853283,-0.110291945,40.46198405,1.084385189,14.14443263,1873.195055,1851.979636,1.720662354,89.12386144,1.082757062,21.95044493,22.58541529,-2.46e-06,105.3543778,0,0,1,0,53962.82995,1999.99913,1681.199412,0.840600071,0.152700153,3,0.5,"0: Broadleaf",2,TRUE,1652753004,1797.882609,1823.328261,22.59146522,21.95556522,1800.686522,23.01558261,500.0254783,101.872913,0.100024896,26.55506087,27.98873043,999.9,0,0,10002.95783,769.0638261,39.03709565,1999.99913,0.979998,0.020002013,34,44861.14783,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,40.33575454,5.2808749,0.606190903,0,-25.3913375,-2.96789606,0.355710881,0,0.636812525,-0.005559208,0.003463709,1,0.073743304,-0.001535887,0.000449623,1,2,4,"2月4日,2.91075",2.6731,0.255498,0.258203,0.110286,0.107102,20265.4,19741.2,26143.8,25654.2,36113.2,35884.6,41464.1,41249.5,1.99225,1.83435,0.0726059,0,100,100,-2.82,-0.4243,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.4,1297.5,3.45825,2.50977,1.60278,2.26074,1.50269,2.26196,37.8921,23.8248,19,531.199,496.997,24.7158,31.4214,30.0004,31.3427,31.3408,69.1796,28.981,34.8073,24.7154,1844.35,22,100.7,98.5176,NA
"537",537,1652753014,1078,"20220517 10:03:34","10:03:34",2,1652753006,0.00108438,1.084379992,39.8449818,1800.718333,1356.260504,138.302108,183.6248572,0.073590896,3.25660112,0.072679377,0.045505566,305.4001407,27.93118076,25,3.779641686,66.06852846,2.30357861,3.486650397,1.476063076,-47.82115765,-241.6371059,-16.05208125,-0.110204078,40.23662258,1.084504273,13.50152034,1875.771566,1855.310606,1.671191931,89.12386144,1.084379992,21.94768492,22.58361824,-2.17e-06,105.3543778,0,0,1,0,53974.21088,1999.999167,1681.199296,0.840599998,0.152700134,3,0.5,"0: Broadleaf",2,TRUE,1652753006,1800.718333,1826.03125,22.59005833,21.954075,1803.527083,23.01420833,500.0155833,101.873125,0.099989717,26.55487917,27.99094167,999.9,0,0,10005.12958,769.0375833,39.04031667,1999.999167,0.979998,0.020001929,34,44861.15417,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,40.34807482,2.65957499,0.607444082,0,-25.37132,-1.033400375,0.392420399,0,0.636521425,0.007440979,0.003153792,1,0.073701758,0.000237953,0.000398862,1,2,4,"2月4日,2.91052",2.67309,0.255756,0.258418,0.110278,0.107106,20258.3,19735.3,26143.8,25654,36113.5,35884.3,41464.1,41249.3,1.992,1.83458,0.0711903,0,100,100,-2.82,-0.4243,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.5,1297.5,3.46558,2.51587,1.60278,2.26074,1.50269,2.26074,37.8921,23.8248,19,531.04,497.174,24.7175,31.4235,30.0005,31.3441,31.3422,69.2746,28.981,34.8073,24.7154,1847.72,22,100.7,98.5171,NA
"538",538,1652753016,1080,"20220517 10:03:36","10:03:36",2,1652753008,0.001082425,1.082425146,40.50811258,1804.087083,1358.781513,138.5594822,183.9687763,0.073445506,3.256516276,0.072537537,0.045416603,305.3999934,27.93144945,25,3.779700919,66.06467256,2.303413628,3.486604169,1.476287291,-47.73494895,-241.7174848,-16.05784278,-0.110283109,39.96972988,1.084501339,13.69698465,1878.473069,1858.476,1.591074922,89.12386144,1.082425146,21.94630583,22.58109088,-1.69e-06,105.3543778,0,0,1,0,53971.93455,1999.998333,1681.198562,0.840599981,0.152700124,3,0.5,"0: Broadleaf",2,TRUE,1652753008,1804.087083,1829.242083,22.58839167,21.95240833,1806.900417,23.012575,500.0150833,101.8733333,0.100001533,26.55465417,27.99119583,999.9,0,0,10004.66042,769.0055833,39.0403125,1999.998333,0.979998083,0.020001829,34,44861.14167,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,40.21554095,-1.387186815,0.827509079,0,-25.2691475,1.508374109,0.54627343,0,0.636049775,0.012353392,0.002955638,1,0.073641411,0.001045786,0.000362562,1,2,4,"2月4日,2.91033",2.67288,0.256002,0.258667,0.11027,0.10711,20251.4,19728.6,26143.6,25653.8,36113.6,35883.9,41463.8,41249,1.99183,1.83458,0.0706688,0,100,100,-2.83,-0.4243,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.5,1297.5,3.47168,2.50977,1.60278,2.26074,1.50391,2.27051,37.8921,23.8248,19,530.932,497.185,24.7187,31.4256,30.0004,31.3455,31.3436,69.3881,28.981,34.8073,24.7221,1851.14,22,100.699,98.5163,NA
"539",539,1652753018,1082,"20220517 10:03:38","10:03:38",2,1652753010,0.001075436,1.075435957,40.91834218,1807.420417,1361.302521,138.8170163,184.3092961,0.072937064,3.255693793,0.072041316,0.045105385,305.3999822,27.93321902,25,3.780091048,66.06018949,2.30322961,3.486562221,1.476861439,-47.42672569,-242.0028675,-16.08098888,-0.110599869,39.71781337,1.083882161,13.67109149,1881.513832,1861.639758,1.57641127,89.12386144,1.075435957,21.94807315,22.57875735,-2.29e-06,105.3543778,0,0,1,0,53949.47915,1999.998333,1681.198583,0.840599992,0.152700118,3,0.5,"0: Broadleaf",2,TRUE,1652753010,1807.420417,1832.425417,22.5865125,21.9509,1810.238333,23.01073333,500.022125,101.873625,0.100046671,26.55445,27.98982917,999.9,0,0,10000.28333,768.9746667,39.03280417,1999.998333,0.979998208,0.020001721,34,44861.14167,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,40.00256911,-5.245763706,1.078912634,0,-25.1394325,3.774350094,0.679845519,0,0.6354516,0.009463542,0.003122936,1,0.073559116,0.001012463,0.000365718,1,2,4,"2月4日,2.91045",2.67294,0.256249,0.25893,0.110263,0.107115,20244.6,19721.5,26143.5,25653.8,36113.8,35883.5,41463.6,41248.8,1.9922,1.83445,0.0710785,0,100,100,-2.84,-0.4244,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.5,1297.6,3.47778,2.5061,1.60278,2.26074,1.50269,2.30103,37.8921,23.8336,19,531.201,497.105,24.7201,31.4269,30.0004,31.3468,31.3449,69.5014,28.981,34.4321,24.7221,1854.55,22,100.698,98.516,NA
"540",540,1652753020,1084,"20220517 10:03:40","10:03:40",2,1652753012,0.001070306,1.070305608,40.51878579,1810.721667,1363.823529,139.0744708,184.6464386,0.072560965,3.255344028,0.071674277,0.044875186,305.3999766,27.93450485,25,3.780374551,66.05465311,2.303028098,3.48654938,1.477346453,-47.20047732,-242.2135026,-16.09681334,-0.110816576,39.49652255,1.08221634,13.44568025,1884.812575,1864.856909,1.6065408,89.12386144,1.070305608,21.94895589,22.57664559,-2.75e-06,105.3543778,0,0,1,0,53939.93205,1999.998333,1681.198626,0.840600014,0.152700116,3,0.5,"0: Broadleaf",2,TRUE,1652753012,1810.721667,1835.594583,22.584475,21.94982917,1813.544167,23.0087375,500.015125,101.8739167,0.100032179,26.5543875,27.98802083,999.9,0,0,9998.40625,768.9444583,39.0314375,1999.998333,0.979998333,0.020001625,34,44861.15833,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.80669219,-8.226788652,1.226823478,0,-25.0288575,5.525219887,0.75577933,0,0.6347922,-0.00376415,0.00381812,1,0.073462975,-0.000120991,0.000444442,1,2,4,"2月4日,2.91031",2.67293,0.256498,0.259219,0.110256,0.107114,20237.7,19713.6,26143.3,25653.6,36113.7,35883.3,41463.2,41248.5,1.99205,1.83455,0.0716001,0,100,100,-2.84,-0.4244,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.6,1297.6,3.48267,2.50244,1.60278,2.26074,1.50269,2.32544,37.8921,23.8423,19,531.11,497.19,24.7225,31.429,30.0005,31.3482,31.3463,69.6026,28.981,34.4321,24.7384,1857.94,22,100.698,98.5153,NA
"541",541,1652753022,1086,"20220517 10:03:42","10:03:42",2,1652753014,0.001065735,1.065735422,39.76635499,1813.99125,1366.344538,139.3318583,184.9802628,0.072224723,3.255554459,0.071346236,0.044669436,305.4000385,27.93570271,25,3.780638676,66.04829003,2.302833952,3.486591327,1.477804724,-46.99893213,-242.4035668,-16.10851614,-0.110976608,39.31093817,1.079648059,14.56351529,1888.559103,1868.027939,1.591371548,89.12386144,1.065735422,21.95027182,22.57529206,-2.85e-06,105.3543778,0,0,1,0,53945.65491,1999.99875,1681.199034,0.840600043,0.152700115,3,0.5,"0: Broadleaf",2,TRUE,1652753014,1813.99125,1838.7525,22.58252083,21.94937083,1816.818333,23.00682083,500.008,101.8741667,0.10000925,26.55459167,27.98663333,999.9,0,0,9999.49375,768.9208333,39.0322875,1999.99875,0.979998458,0.020001538,34,44861.16667,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,39.64795681,-9.754919565,1.278113102,0,-24.96890976,5.299768641,0.759448312,0,0.63349778,-0.036189784,0.005317256,1,0.073298866,-0.004633289,0.000662106,1,2,4,"2月4日,2.91049",2.67308,0.256754,0.259516,0.110254,0.107106,20230.4,19705.7,26143,25653.6,36113.5,35883.6,41462.9,41248.5,1.99195,1.83433,0.0709668,0,100,100,-2.85,-0.4245,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1297.6,1297.6,3.48755,2.50366,1.60278,2.26074,1.50269,2.30957,37.8921,23.8423,19,531.053,497.043,24.7248,31.4311,30.0003,31.3496,31.3483,69.7037,28.981,34.4321,24.7384,1861.32,22,100.697,98.5153,NA
